57,18,0.01
57,15,-0.06
57,12,-0.07
57,9,-0.08
57,6,-0.1
57,3,-0.11
57,0,-0.13
57,-3,-0.14
57,-6,-0.15
57,-9,-0.15
57,-12,-0.15
57,-15,-0.16
57,-18,-0.17
54,24,0.03
54,21,-0.05
54,18,-0.06
54,15,-0.09
54,12,-0.09
54,9,-0.11
54,6,-0.12
54,3,-0.12
54,0,-0.13
54,-3,-0.14
54,-6,-0.15
54,-9,-0.17
54,-12,-0.16
54,-15,-0.18
54,-18,-0.18
54,-21,-0.18
54,-24,-0.18
51,30,0.04
51,27,-0.03
51,24,-0.04
51,21,-0.06
51,18,-0.07
51,15,-0.08
51,12,-0.1
51,9,-0.11
51,6,-0.12
51,3,-0.13
51,0,-0.14
51,-3,-0.15
51,-6,-0.15
51,-9,-0.17
51,-12,-0.17
51,-15,-0.18
51,-18,-0.18
51,-21,-0.18
51,-24,-0.2
51,-27,-0.18
51,-30,-0.19
48,36,0.05
48,33,-0.01
48,30,-0.03
48,27,-0.04
48,24,-0.06
48,21,-0.07
48,18,-0.09
48,15,-0.09
48,12,-0.11
48,9,-0.12
48,6,-0.12
48,3,-0.14
48,0,-0.14
48,-3,-0.15
48,-6,-0.16
48,-9,-0.17
48,-12,-0.18
48,-15,-0.19
48,-18,-0.19
48,-21,-0.19
48,-24,-0.19
48,-27,-0.2
48,-30,-0.19
48,-33,-0.19
48,-36,-0.18
45,39,0.05
45,36,-0.0
45,33,-0.01
45,30,-0.03
45,27,-0.05
45,24,-0.06
45,21,-0.08
45,18,-0.09
45,15,-0.1
45,12,-0.12
45,9,-0.12
45,6,-0.13
45,3,-0.14
45,0,-0.15
45,-3,-0.16
45,-6,-0.16
45,-9,-0.18
45,-12,-0.19
45,-15,-0.19
45,-18,-0.19
45,-21,-0.19
45,-24,-0.19
45,-27,-0.2
45,-30,-0.2
45,-33,-0.19
45,-36,-0.19
45,-39,-0.18
42,42,0.03
42,39,0.01
42,36,-0.0
42,33,-0.02
42,30,-0.04
42,27,-0.05
42,24,-0.06
42,21,-0.08
42,18,-0.09
42,15,-0.1
42,12,-0.11
42,9,-0.12
42,6,-0.13
42,3,-0.14
42,0,-0.15
42,-3,-0.15
42,-6,-0.16
42,-9,-0.18
42,-12,-0.18
42,-15,-0.18
42,-18,-0.19
42,-21,-0.2
42,-24,-0.19
42,-27,-0.19
42,-30,-0.19
42,-33,-0.2
42,-36,-0.2
42,-39,-0.18
42,-42,-0.13
39,45,0.03
39,42,0.01
39,39,-0.0
39,36,-0.01
39,33,-0.02
39,30,-0.04
39,27,-0.05
39,24,-0.06
39,21,-0.08
39,18,-0.09
39,15,-0.1
39,12,-0.12
39,9,-0.12
39,6,-0.13
39,3,-0.14
39,0,-0.15
39,-3,-0.16
39,-6,-0.16
39,-9,-0.18
39,-12,-0.18
39,-15,-0.18
39,-18,-0.19
39,-21,-0.19
39,-24,-0.2
39,-27,-0.19
39,-30,-0.2
39,-33,-0.19
39,-36,-0.2
39,-39,-0.19
39,-42,-0.14
39,-45,-0.07
36,48,0.02
36,45,0.02
36,42,0.02
36,39,-0.0
36,36,-0.01
36,33,-0.03
36,30,-0.04
36,27,-0.06
36,24,-0.06
36,21,-0.08
36,18,-0.09
36,15,-0.1
36,12,-0.11
36,9,-0.12
36,6,-0.13
36,3,-0.14
36,0,-0.14
36,-3,-0.16
36,-6,-0.17
36,-9,-0.17
36,-12,-0.18
36,-15,-0.18
36,-18,-0.19
36,-21,-0.18
36,-24,-0.2
36,-27,-0.2
36,-30,-0.19
36,-33,-0.19
36,-36,-0.19
36,-39,-0.18
36,-42,-0.13
36,-45,-0.07
36,-48,-0.03
33,48,-0.03
33,45,0.03
33,42,0.01
33,39,0.01
33,36,-0.01
33,33,-0.03
33,30,-0.05
33,27,-0.05
33,24,-0.07
33,21,-0.08
33,18,-0.09
33,15,-0.1
33,12,-0.1
33,9,-0.12
33,6,-0.13
33,3,-0.13
33,0,-0.15
33,-3,-0.16
33,-6,-0.16
33,-9,-0.17
33,-12,-0.17
33,-15,-0.18
33,-18,-0.18
33,-21,-0.18
33,-24,-0.19
33,-27,-0.19
33,-30,-0.19
33,-33,-0.19
33,-36,-0.19
33,-39,-0.18
33,-42,-0.14
33,-45,-0.07
33,-48,-0.03
30,51,-0.04
30,48,0.03
30,45,0.02
30,42,0.01
30,39,-0.01
30,36,-0.01
30,33,-0.02
30,30,-0.04
30,27,-0.06
30,24,-0.08
30,21,-0.07
30,18,-0.09
30,15,-0.1
30,12,-0.11
30,9,-0.12
30,6,-0.12
30,3,-0.14
30,0,-0.15
30,-3,-0.15
30,-6,-0.16
30,-9,-0.17
30,-12,-0.18
30,-15,-0.17
30,-18,-0.18
30,-21,-0.19
30,-24,-0.18
30,-27,-0.18
30,-30,-0.19
30,-33,-0.18
30,-36,-0.19
30,-39,-0.18
30,-42,-0.14
30,-45,-0.07
30,-48,-0.03
30,-51,-0.0
27,51,-0.04
27,48,0.03
27,45,0.01
27,42,0.01
27,39,-0.02
27,36,-0.01
27,33,-0.03
27,30,-0.05
27,27,-0.05
27,24,-0.07
27,21,-0.08
27,18,-0.08
27,15,-0.1
27,12,-0.1
27,9,-0.11
27,6,-0.12
27,3,-0.13
27,0,-0.14
27,-3,-0.15
27,-6,-0.16
27,-9,-0.17
27,-12,-0.17
27,-15,-0.17
27,-18,-0.18
27,-21,-0.18
27,-24,-0.19
27,-27,-0.18
27,-30,-0.18
27,-33,-0.18
27,-36,-0.18
27,-39,-0.17
27,-42,-0.12
27,-45,-0.06
27,-48,-0.02
